,msno,city,age,gender,registered_via,registration_init_time
6295364,YtzEXhsGTqw5eVyKslrG2dG/nmsqeIHWBhCHVTCli7s=,22,23.0,male,9.0,2008-08-05
6296451,GiXjXNlge43+LQJGrW4SRPG1Pi7zfgzBb7SRGTA6yLQ=,1,51.0,female,9.0,2015-10-13
6297683,YZ8Mgl+YdvnmR3I4vdlXOAYFtoN+Q0uD9MPnLN4azic=,1,,,7.0,2016-12-03
6297770,2tf+I4mTcYJ4E9Te5caeI1JPayBRcUQFkLy8vUk601s=,1,,,7.0,2016-12-07
6298128,ll5CFYSwl5SqLn+Bjq0oBhDgcvE/0oKC4vP9UQJeAeg=,1,,,7.0,2016-02-03
6298214,pG3OGcG8i560PNy7tBf+OhE54B0Y9RvsCkkoJa5Wx5M=,1,,,4.0,2016-02-06
6298391,37J3/RFfx3jbmgFqwsgDVevPZbg8ArEWDZ5b+8CPNqI=,1,,,7.0,2016-02-03
6298430,TdtZN5BhFdWMLAndITArO1NDJPo0Gd+IAwYQeRTY+UY=,1,,,7.0,2016-02-04
6298951,pWaC3vFwn+MGlqwPkVi4xR3m8TY8/3AYIP++ch1SSis=,1,,,7.0,2016-02-22
6299608,Y6MnAPYJsBerTdaxrDkZRGZ5EOx6FVR1daO0O8WJk+Y=,1,,,7.0,2015-11-06
6299614,I+3rDnJvNWFAcohUS7aBzj9DWhqxcrRfdjbBdd7en5E=,1,,,7.0,2015-11-06
6299783,WY2IyvhQ2Sm+w6tADc8Atg2V0MfF9ZGTKrGWWGoBKdI=,1,,,7.0,2016-01-28
6301407,9fs2qMqtH257iPBOESK69b6rxy2Xr+Pmxs/3Y5h2w3I=,13,24.0,female,9.0,2011-11-02
6301572,PsznKZNagsOakLHLM6jbZX0dy2lhnwhHonaSQlFxMXk=,1,,,7.0,2016-08-14
6302056,iQ83uLmTSG79nJrLJv+q0Ajq7xZnjPcaA9D29SxDcBY=,1,24.0,male,7.0,2016-09-05
6302087,Aj3EdhErr0e9DG2Nghlqlpb4d9m7u14UYf1Cy8L/wUI=,1,,,13.0,2016-09-07
6302829,/bxizh7P3mQ8h4s6x7jagoEVhnfEs/jnDISSRF/AkKM=,13,31.0,male,7.0,2015-01-04
6302985,k+F8RzXvs3xsJQ31P9hVTHAvgFgg4+LlF2owUoiXEmQ=,15,,male,3.0,2014-08-15
6303030,pzAvRD8RsBmIRtVJt/Fkf4qsILvX/jNZoILkHBe1CpU=,13,22.0,female,3.0,2014-08-19
6303354,foL2FMJIFducUQZhvz82ektoY5dpI889K1t7i+pAvs8=,13,,,9.0,2016-01-10
6303457,WQL2WVS4Z66XSEfTiYeZW8b3Yvt+mJIl377yqJdRWYU=,1,,,7.0,2016-01-14
6303923,/OJ0r1hJ0qkIBsuka5Er4XeNBjierHnhGz2YiL0jAes=,1,,,7.0,2011-04-29
6303959,gS0hSDxRxr06v9cqwk8e8f37rZbqB06Yy76ozZLQyOc=,1,,,7.0,2011-05-16
6303981,Lavsz04ETx2NjWAvRBShBIbAPa0e821Xqe8M7kJ2xyM=,1,,,7.0,2011-05-26
6304120,rWKN9h5BnvVjXtCHnVLnmmtraYCaAHcZStqrh1t1xcQ=,1,,,7.0,2014-02-13
6304597,kr3QzOQbR0ohsrJFQAHaxoxEoXPaEaRrRo1jm2uztaI=,13,48.0,male,3.0,2014-09-07
6305188,wJ4DeheH5CO1Ko0/d2NDFZl9kNnmtevCwzjNo9unCYA=,22,23.0,male,3.0,2013-02-13
6306852,8iMx7SWLUcmIC68OWTUbyFmvD65Z/jFTQRd3aCBKM1U=,1,,,7.0,2016-01-22
6307058,d1/HzVtsVQLK6Z2wqaNj3a0VUC0yv/eT/JpRjjs/lGc=,13,32.0,female,9.0,2004-07-14
6307276,cqzYaCLRBdMy0tteLN0WQjt4fjCCAUNBUwbDcYAb1Sk=,1,,,4.0,2016-02-09
6307563,tpYdZLHqw1UNyfkgD9uz4ymNMlwHYjVdlHK21rlxv2k=,1,,,7.0,2016-02-18
6307676,Nz8z44MkqSpVNiDECfd7U2IWsyLDMdi0ffVAOhoQpts=,1,,,7.0,2016-02-23
6308497,GxSg4acVjHFSPJxVbKEnioER2Ha8U6WBfq5jD6fwTgg=,4,23.0,female,7.0,2013-01-24
6308557,ScmKpJaZMpNHK3YfW6S0amI01rnbA7utsVULGiS3EiA=,1,,,7.0,2013-02-02
6308740,RSdSm1odBJPuyGlIItxb1m6T+Fwi/rmWo6c3N7I1mxM=,1,,,7.0,2013-02-25
6308952,d/q1s1FJh5TCx89sCPUkLb8b8fOudp1QCcdLSzBdcUY=,13,20.0,female,3.0,2013-04-09
6309273,y7jOuAEWftqfOWYCtaHzGcQRPwFvGLD82ER39jl9o/g=,1,,,7.0,2013-11-30
6309439,dy6xhP+CNgevZIdIonyP6NvBjVPiIzXojDvbcwN07lM=,5,33.0,male,3.0,2016-08-08
6309554,njY3ipk2FQOCH0+Fs+NGL/i4UsQ/MsPuDyfJbbLbZR4=,1,,,7.0,2016-08-12
6310061,tFLylY7dN067z4iW4/b24S4Rx4Uo7iuImSDxlfKNOoI=,1,,,7.0,2016-09-03
6310338,U2j1eXrcWtMDfNXbxlH7EDpZToOi4Xn9fTd55VJNtZw=,1,,,4.0,2016-09-15
6311055,ONqjUasyX9FoFgqIwLjmHZWQhcfVSE7U/+ZVxTeoGqI=,18,,,4.0,2015-10-14
6311346,GABXMg0p3hU0SKR3JbV7KzBgUCDKXbhbAiCMnm9lVxo=,1,,,7.0,2015-10-22
6311879,doR9LxqBgRW2DOFGNW7DO0X5PebBG3dDPWidU4nUBLc=,4,25.0,female,7.0,2015-10-28
6312184,Pn5qHyY47+FykpqBUUdiyZSsyfhKmGX4eylBC4Z+vQ0=,15,26.0,male,7.0,2015-11-06
6312331,EZ+5s1VwU8QcafDUy8N1KOL+CJnIkxjtALvsVz3hPd0=,1,,,7.0,2011-01-22
6312448,JMqA68E0nJs2yvHvV6+fnO4d8iwrENOJV+pqoJkU+6E=,1,,,7.0,2011-03-17
6312548,6hgXmJlN3aVWMtWvHdBQ1FWymmqAsXgby7o0uWdVK0c=,12,31.0,male,9.0,2016-01-25
6312563,jn/UG5ciXi7/2UgMxCaJwOebKtLS6UOlUeUK+V2l51k=,1,,,7.0,2016-01-25
6313738,bioC1US0CS+7RlbfyZDMZiB4PZBAp5K/QifbRWtjRQM=,13,,,4.0,2016-02-09
6313809,8Ib6XDoF1LYVtiaaa3t5zC3cX/LxcNpgI2F6skf28sQ=,1,,,7.0,2016-02-11
6313906,xbvQ3Z//c0TYdQ7ifZH8/Y1ZrMY8AxgkTW3trDwxPps=,8,36.0,male,4.0,2016-07-16
6314557,orpr0qENHY+Qj6WmIO7s/UBtL7MoUbmgPdoyjO97D6I=,13,26.0,female,4.0,2016-08-16
6315263,QEO9MLhSzUByHASv9Bne7iqZ3yckshqO44gZLHKntqQ=,1,,,7.0,2016-02-15
6315666,ydpshRYSuy9s+/iHGMKSxfpJSiVki6CoBzgYUw7xE7A=,1,,,7.0,2013-02-18
6316195,zz3DI3Mp7XY9G0ZytOq3IXvef0tUVqI4W+cbKT9Be4E=,10,25.0,male,9.0,2010-11-14
6316454,+5W92kJh4GmYL53QkgnOATM91LQ4mK28s5QH/ErLnVk=,1,,,7.0,2011-12-16
6316716,I80xS5DvKhhRQbXYSy8bcKes5e1tiCidxqINn8a3GbQ=,13,22.0,male,3.0,2016-09-20
6319012,AnvTPEMGoXQJNssjOTIdUhhKA1dJHW9yrEJYH8aoke8=,1,,,7.0,2013-03-20
6319135,wmLY5bOdxFChgL0gk2uhuHFclvIzbBwbuy9Etqt4MI4=,5,40.0,male,9.0,2013-04-19
6319185,2Wa6+w4wQr3tJqfhWFdsDr6AtnUWNaNrYBEzcaf4WHA=,22,24.0,male,3.0,2013-05-04
6319708,G5hCxvoWPGgMxaGVXlV9e7VFdrK5BT02JFukkMviZDY=,5,25.0,male,9.0,2011-10-08
6320442,DEJ7mHaTMsKNTbeJwqjiASw9/IiFc3dnwRwcqMFCeLI=,1,,,7.0,2014-12-09
6321254,Qx8XnD+EGaYOelmUV8gtm4BgsvOE3oZP80JOIyweCWc=,22,25.0,male,9.0,2013-08-25
6322230,/9QQP2k+ZMkOySPtRfKe6RoXgpqgKaKO3h3obLcznWY=,1,,,7.0,2015-09-11
6322536,sCPeVvT8BQyuRLyHWbyzBbz1fxhVgrwRTgW+xQpxkpY=,15,25.0,male,9.0,2009-06-23
6323490,EX/T8XKQm/iBkUS7ZDShZmm5aAbTfkJKc0/Tor8C21I=,1,,,7.0,2015-12-21
6324092,6ija+jyZ2fuVxIuhqkK1ImE24HUd4kLWRBx3YmYg6k4=,13,18.0,male,3.0,2012-08-23
6324264,VDpyVEdpSZbLEMha4Xx/bLOy1+/6yGPqqNMyU3irK04=,1,,,7.0,2016-05-16
6324445,2EWz0Gps7De71RQFO7QXnbNe19qp1dIXfpyGmA/7CDg=,1,,,7.0,2016-05-24
6325396,O4bvAxioDafLH5a3j5DuX8ZZ8v6bSYhMXO+mlPFOTEw=,15,26.0,male,9.0,2008-07-21
6325912,eaMXMgFEuEkIgAcxRa4yeO9XsMRkotGUKIfgJF/dY/g=,1,,,7.0,2017-01-01
6326017,z734lkjUVrcXzBDHfQt5ZVnRnskF4lROBFQLzO6xurg=,1,,,4.0,2017-01-06
6327282,uRkxxG7p7q7UpBp9n9Fg8Iewk+IioPtBAuoGtY0sl78=,15,,,3.0,2013-10-28
6329196,znNI83P/4btUcJBV/4IYwdmaDjimkyXBDrKVP8rOvow=,1,,,7.0,2015-03-08
6329965,AuKO5m8xbMiRVA9/1XKHdFni6Sc7uB5iE1nl32Q6mvQ=,1,,,7.0,2014-09-04
6330471,zmyXj2YOKWLAeBxZApPKKGhVbvlTC5iNw0NuOftM2AY=,12,25.0,female,9.0,2014-10-14
6331812,IzWF++5+dKx5eFzlzrTnUgFmB1RPuGR7a3ClHxVnCdQ=,1,,,7.0,2016-10-25
6332053,Hzxcc3OmmlmAbN7bNVC2mjXDwPkF4P9zdglPHOPxbyc=,14,43.0,female,9.0,2006-04-28
6332916,rmN8McitdTQecFXCQzIIaApsXR5Omp2vQTSjMFVLp08=,6,32.0,male,7.0,2013-10-22
6333635,omHWr/5PBWcuzhYYGrA1tNAWu1BpdiIw+QNUdlUlkgU=,14,18.0,female,9.0,2015-06-20
6333641,e5x3dDiZeM+xoIJfzX7Mvg+fA3Q+AfF9pboGaZ++sUc=,1,,,9.0,2015-06-21
6333852,788tbSprr2rMxCjWAVFU8WpSftl4X0WEqiodZ7z8qtM=,21,17.0,male,3.0,2015-07-05
6334835,5J6ky1Pb08bj3f7Dnt4uNVFRGaYcaBO6aVGtWxgrp74=,1,,,7.0,2016-02-02
6335391,vEHt5E2q5Jlexj7CEfsSMP8jCyF5fRUtFtw6ZvHnJdo=,21,29.0,male,3.0,2014-07-27
6335683,XP+bFI82AT5Dh28xuHbU7OzF2HiAl0F0IHLhLiBHOZ8=,1,,,7.0,2013-03-23
6336081,7qFavTd5qn4Tv1j7HnPEg+hJYthZK07r3FbccZ+xKWg=,17,32.0,male,9.0,2006-01-18
6336126,yuWrHr7PrH7KZCi6/loU+HOTZ9f7hlQUNKLDtN1E7FE=,18,27.0,male,9.0,2006-03-19
6336213,Sr9aPn/9aLBBJcEUSvez1QIsbwbJnzI83DDZ5SjCjSo=,4,28.0,male,9.0,2011-11-22
6336481,VxDrHAiEagQn5DsQEZLrDCLqGDkOjyv3GDCM5EtwNHg=,1,,,7.0,2016-06-16
6336761,jKfeoqZdQvOStMFKz+U9QKFXdoX93t5Ivls3J6lPv7A=,5,31.0,male,4.0,2016-06-26
6337149,3SOxnZ8iEkyGpqGnd4Xk0ue1RGRJJSGaYghwgstiU7A=,1,,,7.0,2012-03-27
6337233,QLPz6+wKlhjLx+nVn3U1rELCr5QOTgee46wd8FqyFlI=,5,23.0,male,3.0,2012-04-29
6338016,02eAjtRMY+XoUVlR76c9/e0NBd0NZ8D/qniETdL1n/Q=,1,,,7.0,2016-01-27
6338217,XEdEqS+z3c+zZM8aTqvoW1s0foDVWb5l+pgeC8H0Rv4=,14,34.0,female,9.0,2008-11-10
6338421,mZngN/p2SROj9ZR729zr1j7jwQw32rsnPcPc6LSSIUk=,1,,,7.0,2013-01-30
6339177,U7LqDj2YT32YXyRnAv9SstZpFmprzJ2fnf/OQS0qutY=,15,19.0,male,7.0,2016-08-06
6339535,VoBYRKuqH2cPM/D3faHJ+nPPd5BnMEHKWOi7h+gYLXY=,1,,,7.0,2016-08-20
6339675,Su8Y5wshAVW/BgXsIhLRFGsrg3bPCnkgHwLVEZQBHRQ=,1,21.0,,4.0,2016-08-27
6340006,X3bTJwRlichDvoqJnnDIaIGJTmBoHeXIzwMDqXytWH0=,5,40.0,male,3.0,2015-08-16
6340348,WNZ8ZCFhFtjPF8kusx3dak4I8VV8kcUO6xV93pTHDl0=,1,,,7.0,2016-10-29
6340446,BDq87MDXm14qIPiOQ7HVe8kG3cwPWKaovSrEGZHroVY=,1,,,7.0,2016-11-03
6340787,N6d090Dl12sBVrymX8y8JX6VEHpbIaEbizY5rMi2YCU=,5,45.0,female,9.0,2014-01-30
6341357,UfzqLDodnINbPc3mNJfyQtoeE29o13toAsUT2fdOSnA=,1,,,7.0,2016-01-09
6342216,gQxk2qT6jY8mjr6hs+X//ECg+LQsiLnWd2hPJ2VJIag=,1,,,7.0,2015-10-28
6342427,2OeAZNnoyBmKEswhLHIW4rw8Goc2rCZ6iy/nowSjDSs=,1,,,7.0,2014-06-02
6343891,cDeRzcepZQ7pj672kdeh82RWDCZ1gEoJjoGtNBt9i2Y=,1,,,7.0,2017-02-13
6344292,IlOCC+Gxm3qIrdiLYXTThqjcbCNlBqlLqFzjPh+0NtE=,13,28.0,male,4.0,2016-08-14
6344962,b8g4CRJlQfmXz9SkSdkABy3V0dIxPqQOaahaUBkwFtU=,1,,,7.0,2012-04-12
6344976,g01+A/4LpFYFPZGUSA9kY+zijvWQI1X+WCODx0UvX3o=,13,25.0,female,9.0,2012-04-16
6345284,O0CskClD9RmNLaEUYsyUXmAqyOMS341y65aO4MuY0Vc=,11,33.0,female,9.0,2010-09-22
6345286,V7qMuvqBAUGZF08EQhjvPLoy1sOGQrfrI1sHx4zzk0A=,1,,,7.0,2010-09-23
6345322,vwkpKKFLGb8TL6b7HvQLL568KajLWQQTsGON3fSYy2M=,1,,,7.0,2010-10-12
6345329,IcVBLAyLPxhJwpzP+gyNvPctCpNtLIHJ21l9LJdQS5o=,5,19.0,,7.0,2010-10-15
6345365,mkNx9Ah/IKw8FHNxgWzCk7Ft/GeRU6Fe84GMbCUDS2A=,12,29.0,male,9.0,2010-11-03
6345556,vbmNocvb+/EBIXjJiSdMWNpIo8J6hah5f1DUbtjlaDU=,5,28.0,female,9.0,2013-10-12
6345933,w5BEoHimPiAjv/Cwb9xc1pUFiMbKzTweuL8EXyephgI=,5,37.0,female,3.0,2014-10-02
6346319,n9JMl4Wzv+eF+ytN2iM72Be5PY1Ymv/HiGqatVAUvpI=,22,22.0,female,7.0,2016-07-20
6346783,VSAaBKZtxokNOTsEXgk45FRfQBXywRXITfxo6PGQVG0=,13,26.0,male,7.0,2012-01-09
6347521,4mY/flAV4ijYCteSLGZqrjBq4kzcZ+pw1CzI4eqY5Yk=,18,25.0,female,3.0,2014-10-18
6347868,UJHd88XGXEJTuK2x+IjbZPL/rGW7Sf6/aCgOc28npWo=,1,,,7.0,2016-07-27
6348757,Mrh63W8Tlq7y0YgyQy0Kv79GSuObX6po5ERmGUbNREU=,1,,,4.0,2016-11-13
6348879,VvpEFLek2Y7duYpMYx3HfWqxUovLDOyjgGxVK95NZFc=,1,,,7.0,2016-11-19
6349167,jXRLMscw0iSK1jItcQSpzbi9EnBNLjdsB5dVly2Ai9w=,9,36.0,male,9.0,2016-12-02
6349651,6Xl20RaoUaIdwl351MGRxWTE14zv5nXEAWtGm/AjuQ0=,1,,,7.0,2016-12-22
6349719,VVM2azY3NHcoJ6OhtL0A6Npe5ltwDSR8U1ZCLjsxYQE=,7,,,7.0,2013-11-17
6351824,2jLSIzoLTyuf2U3jmj/glyBCQfuceBgVpq6ySh1EBmY=,8,24.0,male,3.0,2016-10-29
6352914,7NQPqc6AcQ9sB1bVy/ADBzrFNa2mRMdRrg11PgFpj28=,21,26.0,male,9.0,2014-08-06
6353073,Spk1r0YXA+D9kzgPekC/rEe5A6V3rvqAUw9Ap60MDuo=,15,16.0,male,3.0,2014-10-19
6353515,xkIrZuQJrbijwKL1Je80NCtCsrXqpKOP+BNPd25tKxQ=,14,32.0,male,4.0,2016-07-31
6354064,YdEABcRwnIk3TvTf+9T7wmKwsO5HmSC6fRFPlMtJhU4=,12,16.0,female,3.0,2016-08-22
6354798,3sjGousZKKL81ptWjjoYO9NgiESnMDsp9UuB2B576MI=,12,22.0,female,9.0,2016-09-21
6354866,X7aR0Qk1S4o/42rIKmN6XpibIwcMqIiVOLHk/m93K7o=,1,,,7.0,2016-09-24
6354914,930y9KOaca1pr6lSAEXUTUKScAiE8tliEBIRNaspkYU=,1,,,7.0,2016-09-26
6355287,UKYyu5IwpW3oOFTsKIOw96y2FPuQU55zHaXJOtg599Y=,1,,,7.0,2016-03-02
6355439,gnUuqkUcrHAldZNdUqjNlGzOI55sLS77jKL3TLY/njc=,1,,,7.0,2016-03-08
6355707,1NWcbps5llDSiXROuxqOliBUkwMuJ8pNfynzhnQ8beE=,1,,,7.0,2011-06-13
6356294,x4tI+Lwx3wZip+WBfco3zuEforcnrrfI0kUxdqcJTGM=,1,,,7.0,2014-06-21
6356509,PF5GPiz6OHhI2qrfnfN+qr9IbjhSiLw1Fzat1uFG5Ew=,1,,,7.0,2016-03-08
6356703,1fHRHbp8Dq8j+TWi67e5BieyrHvSqcQNSdazdx6IH6Q=,13,32.0,male,4.0,2016-03-15
6356838,iSL+PA18jRX7rd7rPddumzoXNkfq2alStHBzEMv5ZnI=,22,,male,9.0,2004-07-26
6357521,xUeitdgMB7/8suzmBbMBtm0Z1aESyFEvRrQawTxGU+c=,1,,,7.0,2015-10-10
6359605,zeyWG2p6/dhmxyQ40IjdPe1j9aHzwfC0B+sEYZpxYDc=,1,,,7.0,2016-11-27
6360728,rMjgCU2Cx+e4D7JQiUfPrUyPKeNpR+cMIVxvPktaUG0=,15,33.0,female,7.0,2010-07-17
6361089,BzPnx/bkZ/vEnZRs1DWeg4HO2VCQeQf/036LpqX0Lzo=,13,23.0,male,3.0,2012-01-21
6361361,hnRvq6qF5NcAo1E/kcvBANuGAlQtXSPgqXFBcpOqohs=,4,44.0,female,7.0,2012-04-14
6361767,ZO/VvCwyvpoupx50qeTPpP6LGieipd5CLeClf0QLSWM=,5,,male,3.0,2013-11-27
6361915,cR/FJN3BhfDS7aPRux/7oQmURJBD+2+hiXwBdUpTNI0=,5,33.0,male,7.0,2013-12-16
6361958,lwlFNXgHp/1Q+7OI6n31nsPFLiuMZqwY26Rr28x8HMI=,15,33.0,male,9.0,2013-12-24
6362504,57JOFOpBMQEcVNnwCTVkIUdCacL1CphywoR686LWvdw=,9,,male,3.0,2014-01-11
6362995,hjt3RjBq/exmoe7thjBOd9mfZ8PBpZrJuPK6VFIo3qk=,1,,,7.0,2016-01-06
6363850,CObPeg3lqS0y9358D9noob8FaegKkf7rVqRRy2PjclA=,1,,,7.0,2015-11-05
6364185,fcIq0xkwxtPNmu7pr3OZMKSDuMQUj//WvUK0TnfJ0K0=,1,,,7.0,2015-11-01
6366191,LeQewUQZaZy5y5aPrg70Lmvf7Wqx28MfyCZGXrkMAfA=,13,40.0,female,7.0,2017-01-21
6366534,WzhlVeCHoCcH34+k92df2hverBjiiWqW7+yCgpCx2Yw=,1,,,7.0,2016-01-14
6366718,M0oATu9YROV1jB9WprHfteVHPNSJvh3ES6hTk+MP3S4=,15,32.0,male,7.0,2016-01-20
6368995,K+9+iJjZTGiZjiILR04gRQPAAKvBLb6bL8i328NVaq8=,1,20.0,female,3.0,2017-01-26
6370956,go3GcQv6cp6GtLtGd6PNmZF4HXiUjvcetfy7Ld0v2n4=,10,24.0,male,9.0,2010-06-01
6370989,bwO8iSSSjCNwkiPlg0bxdhUUQeo+l0epLKiIi/QWGNM=,13,32.0,female,9.0,2010-06-29
6371381,eVr+5FX+bQEtyiFOQpjp3CL/8OzEOn5cTDRwzeYbyhk=,9,27.0,female,3.0,2015-06-28
6371612,e98BvIH8ETptWeDh0h7J6wfKQOgEE+mQY1KznHXrsjA=,5,22.0,male,9.0,2012-01-24
6372171,7n4EBCbJL65ME6dN2Or1qBd/cmtc8K0O8U3gEmjk224=,13,27.0,male,3.0,2011-12-19
6372172,0a8oKwGyzjRv8yrCt39TxO3dMT+Qjzwu9U6M7MEZ2jQ=,22,24.0,female,3.0,2011-12-20
6372431,nQ/roGD5un5+o9TLo1E3kkuPG4TyteMcgrLWPIrS4q4=,1,,,9.0,2015-01-18
6372886,aOct+WAT8HiQ/v+gwIK1Tw080FfiyMur0Sej5TQ9g/Q=,22,21.0,male,3.0,2015-08-22
6373092,9LL7q/jeC8mOw4WOh9A75s+xuYeZlu1hfUahVJnklrw=,6,35.0,female,9.0,2006-03-24
6373122,8ALnSV3AC4p7qVv0FN8u3wkBH7/xOgm3XH0z1YjQ/dY=,13,28.0,male,7.0,2011-10-28
6373287,1/VOzoCbQzFj7wWu6PJ+cFQPrvc/BUX7YSi04DuzL+I=,1,,,7.0,2013-10-20
6373373,SwuFVQCZ0okG6/BALOzRH3Fk+J13ZcRL077wIIT2oxI=,7,22.0,male,7.0,2013-11-06
6373905,+FrM36aQVSXnFZqtrtlc3FaIEUu0yjsUklavlMelbrg=,4,18.0,female,3.0,2015-08-10
6375159,9axb1+sYJx+OQ/APcodZ3I0QWL4q4hk7huZNLGyyoMk=,22,35.0,female,9.0,2011-09-17
6375183,KoAoG3WEme4oIJ2/U2U1cxZtWzgkC6pY1ECIxHuL5hU=,1,,,7.0,2011-10-03
6375315,ZQ21S86BUALbHzYNTAnaDip7+AF5ET0ARGvi9w97Hj8=,15,46.0,male,9.0,2007-11-22
6375570,TrVsIEYU4zO8HpvBBIGntvNPoaPsAlc2HZkDn0g7a1Q=,1,,,7.0,2011-12-31
6376189,ac+LQYuN5v96ksyBtqm3kWm2obFqaD2BZC83RZFjsD8=,6,28.0,female,9.0,2006-06-30
6376863,/Fv5j6FOJpORNXS5IrZvTMM3SO00vg+PSZTXunqMqrM=,1,,,7.0,2015-12-11
6377177,MBsXWySAucouq3PPFhrHPMiFjOs84CNIpKYq68ebEeA=,15,26.0,male,3.0,2013-12-26
6377235,66Qf3IBG2IRtnVku5+8OpTc8EhhCz1grQmVUSwl2VhM=,1,,,7.0,2014-01-04
6377340,rlSBoffqreOtuP7TDBqvyYQ72xMuBN7u730xB77BWbg=,13,19.0,female,9.0,2014-01-18
6377661,Z+hi8bfoRM1ZJUv98DLllWuwasnMq4uRYd1X/ur3qsA=,4,31.0,male,9.0,2009-09-19
6378626,Y5JkXId2FoJop1MKnCAN8vVFbB4rNO8jS+UuSMLSklc=,5,34.0,male,9.0,2007-09-28
6378648,/3kJGQIlhtCNCMaMP04hsEbDeG10oq5oVPS+EMX22Nk=,12,35.0,female,9.0,2007-10-28
6378883,Mvt4pWC27tv83oAvFRbnUSxUQZl0b0200udL++i3/iA=,9,31.0,female,7.0,2012-09-12
6379286,CFb+OLogY7yAqGVScMbdhl/ocMY2fkRkGaEcMxb4VCg=,13,27.0,male,9.0,2010-09-11
6379457,XkORogCcAwIoTSBptOED51tv9wXQ2WCEqGgvwqKsyU0=,1,,,4.0,2015-11-16
6380028,WuvuNJSnOi5U8mhNEYDAY+QVfYP0KiVNOYuWRb8Rrmw=,1,,,7.0,2015-10-30
6380989,bXDWYRu/nHVDA/ohj11JBgPPurw08f+jmBiJFJkrN8k=,1,,,7.0,2015-11-22
6381667,0+5eIawDL6ZId3LlRB1hM5E1s7ESWKz2ueYAoB605U0=,1,,,7.0,2016-08-13
6384258,yJ7sw2CJYkL7yNvbBqwX6lmDAOqZ1PXgVg3ZCbEHdbM=,1,,,7.0,2016-02-03
6384530,9LezwgIRrdiLXWV3W6gsMPTfta+EA1b8z+7/aL4shdI=,1,,,7.0,2016-02-12
6384690,LRmd4C0oitKxhpU8uHiu8gkWL2EAV2aljtGt0Drzn3c=,5,42.0,male,3.0,2013-09-29
6384849,aTaje8/J+VLMHXdBqRf6AMsxh5qTZCjDK50WcgDGylg=,5,47.0,male,7.0,2013-10-22
6384998,HWASyiGauf3MZWInLfnguPZ6N53RgYZ0F650cKzWIiU=,1,,,7.0,2013-10-01
6385100,YEnpoCG4AAne45MBUMRUbEjix81y5GsIsm0R84YnBts=,1,,,7.0,2013-10-15
6385822,pzO/9uSFMBWg0ovHLCXovzze4s28X8yAINne+km5KPk=,22,26.0,male,9.0,2009-01-15
6385876,M3vKEfjaZABAPmWSFAiZqPbFXKD0KR3zilIH6pZSTs8=,5,,,3.0,2013-01-18
6386130,5kitKqHJqON2dbM9JZEgackjFbVIXCSibcUUnCp4V1U=,1,,,7.0,2013-02-20
6386552,U8RZhcPvnv5JpTsN70Ui9He1i9inS2RppAYFNPfp3bo=,1,,,7.0,2010-08-20
6387283,eMc3gSHLnA/doki+1avTdIiOPlkM3nyKlCcbz/frI0I=,1,,,7.0,2016-07-31
6388155,r0j/v/Ck+hGjk/GKOaLMxeTHnYLcEn/AM6EH0AczbUI=,1,,,7.0,2014-08-16
6388483,1kaOcv0+K1RtQUoY5y1hBTUkxN81bN2dtJ+LmkenugY=,22,23.0,female,9.0,2015-10-02
6388562,4LnrtmXQgTPrxROhG3I5GjNMtWyDBy0gE0mNBgoy2KU=,1,,,7.0,2015-10-05
6389504,Z7omdGm5e5LoedUgsYKKu0Xd08sliv0isDaPWm5DZvE=,1,,,7.0,2012-12-22
6389685,kiKHMtM5CrUGVqYjwg6B/O0+6YF/Rfkc6w08FVLQJMU=,5,,female,3.0,2015-05-24
6390177,uHw3nz9JJL9GB++Xt++gGq6x9CUUYqb0dYA740Cv+W8=,1,,,7.0,2016-01-02
6391280,7Lqt4jCVTyftnkD8TA2Yn1ppzC0DEE0U04RO4yg4giM=,1,,,7.0,2016-01-26
6391898,m7ID6xQaGy6A9uour/HGlaIpL3DIxEgUi6g77Vd4fF8=,22,,female,3.0,2013-04-09
6392176,NMkfiSl79AHLpkx/wx11Vcrjm7u2mmz6zIb0AP/2P7o=,13,20.0,male,9.0,2013-06-15
6392211,d/QIi3L6vDiSEHgETi5HAsLAXwb3wZHHfukbeW0rEyY=,1,,,7.0,2013-06-20
6392408,cmzigyPN7miG2RQXpIDoD80JXC5xUJ6iHM6eo+7EXyg=,22,32.0,male,9.0,2005-12-13
6392424,kXXRnZXU/12bseCnIkmoneKaxqZK55fX/qMTIh3Vi6U=,4,35.0,male,9.0,2006-01-10
6393509,UiHCEJxbnm3PqsKHGf+Vvo4NuVbaRbf/fBCwk+11HlY=,13,21.0,female,4.0,2016-11-15
6394927,nqV+I62dZKAH2Zjd5fV5l+/pivUoKy8ZyujRfI8GZUw=,1,,,7.0,2013-11-03
6396057,0DLxR3AigZ7clvIMjIfOaEMyRzK2PgSIqlhAOmAKZxc=,15,23.0,female,3.0,2015-08-22
6396306,EblIWWSeBiATmjKqOgjz0N6eRpjZ7mb9gDJZfuCkijU=,1,23.0,male,3.0,2015-09-03
6396719,0ADSgncfubRFrbYQ4ElPysXx7bpGtfdfwFwy2eN6zzA=,1,,,9.0,2015-09-26
6396891,SapVmU0F7rmdqlNflJ/3fA7VOJKGyn/FhZuUyfPccEs=,13,36.0,male,9.0,2011-09-17
6397681,6E2r+HbizM5GNb7yt2QHL8KznMFKINnlywTmLl/vtyg=,6,28.0,female,9.0,2008-06-23
